"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"6",1,7,0.363636363636364,0.956521739130435,4.67387019537395,1.75989127908935,4.92871727465985,3.8195435878999,0.763923848087597,1.17071614884998,2.70114497153759,0.598469107812641,0.800622531400062,0.348562141316287,3.52953099456201,1.461637053695,4.51407855442368,3.18885648004036,4.50787352135979,2.80842551523339
"85",9,10,0.322314049586777,0.951219512195122,2.93668487872052,1.47240193697707,3.48575056309485,0.358769864251067,3.34639919400574,2.33356356182503,3.76908068244069,3.38238089058233,1.85076118198661,4.2546486726433,1.73188800096368,3.67480615997379,3.92478409170419,4.5905636053562,3.83851043463151,2.8349863251184
"71",7,9,0.322314049586777,0.951219512195122,3.13975011984857,0.698140289563448,2.40491093305235,1.63382930082031,4.60085160012981,4.13420951100736,3.2134329066909,3.17209325101025,0.924396295897349,1.61433013665207,2.92654352816363,2.62480924311129,2.64183809458633,2.34563466191361,3.38554805775512,3.78471826830216
"13",1,14,0.429752066115702,0.945454545454545,4.99659398653376,4.39580883748551,4.02217116609107,1.90911882994087,2.72561871183454,2.50060720291495,0.193094805961599,1.51379937305928,4.60085160012981,1.66269877633961,4.4350281864562,1.87767322263835,2.70106552854779,0.103574196320376,3.79545301463824,2.64788533416879
"52",5,7,0.363636363636364,0.936170212765957,3.58150381449148,4.51480674996567,2.54667944923867,4.9435269926139,0,3.79545301463824,2.20412618346547,2.52215018732607,0.848573725723709,2.6109336484904,1.40502767127244,0.973731198125022,1.83348974930818,4.42633620558139,1.28150657693559,4.49725452638218
"77",7,15,0.338842975206612,0.931818181818182,2.63326598048898,2.73130549982131,0.871663876574695,0.859946805963244,3.41318747459247,4.46781265718396,2.76242085527947,4.49349789614086,4.08838321878628,1.14928121950316,3.74433882725356,1.20567350037977,3.70359209603441,2.22673656497822,2.78499346462933,3.35692326057885
"67",6,13,0.429752066115702,0.928571428571429,0.162025531930432,2.82062703074353,0.500378764187901,1.69527274431699,4.30156565532336,4.20946286879512,0.407689700520933,2.16276231204701,3.22224392816671,2.6120322675556,4.44350725357143,4.54918871051153,3.50073270169717,0.454104746244585,4.13107656946481,1.99371754482136
"33",3,9,0.421487603305785,0.927272727272727,4.53786334115446,2.02885469237571,5.00270563034906,2.83557248713349,2.7443076779357,4.04459333050974,4.60085160012981,3.3457079652749,0.523158223753961,3.09034480777766,2.49839129324513,0.723847046917879,1.68759207391088,3.26295756669371,3.79545301463824,3.28423430070728
"21",2,9,0.380165289256198,0.92,2.30505971637046,4.89336564373698,4.01068004096259,4.57564538912097,2.35704459653345,4.19224932733639,2.15081710581172,3.13625314477139,0.324064209096446,2.09827370565196,3.34565352027696,0.849800009359346,2.771852884324,2.63490798344061,3.78922730199275,3.75081337715239
"88",9,13,0.371900826446281,0.918367346938776,1.9137743159058,0.211793814915087,2.03199257190008,3.17528013680987,3.42527301434223,1.92727693250829,2.25695549401881,3.78491856718916,2.13230475867019,4.34938373303472,4.39763807983063,3.66049413914066,0.867599555086532,3.68486581931191,2.12304977112013,3.93827184097766
"8",1,9,0.371900826446281,0.918367346938776,0.617299901087766,4.19059611235601,4.9675543077338,2.16692462855897,1.31836491865275,0.577629314548111,2.60949296046612,2.58047050897294,2.90721111731066,1.13338835187399,2.3370566588792,1.53768524569981,2.98670581163635,2.74873152532368,3.7664456327945,2.55745338715694
"61",6,7,0.462809917355372,0.918032786885246,3.29791966988378,0.554727690370464,0.504998464357778,0.454862092928322,4.33722016487156,3.97286624225046,1.09842495533261,1.59321347629074,1.5720502436884,0.961800327505367,2.85822393122715,3.33591282016878,4.37668233481014,3.07561170219088,2.79843982541981,4.52333762943536
"7",1,8,0.462809917355372,0.918032786885246,4.51337253808135,4.83131143286927,2.20415182559729,1.59604208795838,0.064273799370686,2.56274930148085,0.924445808581748,1.55467337671787,2.50211275609303,2.58627778493851,1.13412093993162,0.263010251939087,4.33038069207121,1.33894389435685,4.35474269344898,1.13349578370188
"20",2,8,0.338842975206612,0.911111111111111,4.92241554874826,4.31660821603114,2.11402496973774,4.41480183009111,4.16624125928132,2.15198431140348,3.12974436830907,4.24605488764887,0.919811566527788,0.282639235740477,2.65995512150889,1.54417928590365,0.227426151031246,2.96459819123728,3.79666668437938,3.52487977307178
"54",5,9,0.330578512396694,0.909090909090909,4.28332973591058,3.24391637279066,4.87456662211641,3.8658507609819,0.769017164854992,2.95422236630633,3.36857613316842,3.56679500344787,2.15671984781192,0.0452648180440698,2.58250744567478,1.17696517917487,1.67106519339525,2.57617146370483,3.34196559155714,1.26688323873663
